,regiao,estado,municipio,coduf,codmun,codRegiaoSaude,nomeRegiaoSaude,data,semanaEpi,populacaoTCU2019,casosAcumulado,casosNovos,obitosAcumulado,obitosNovos,Recuperadosnovos,emAcompanhamentoNovos,interior/metropolitana
140,Norte,RO,,11,,,,2023-01-01,1,1777225.0,471673,0,7399,0,,,
141,Norte,RO,,11,,,,2023-01-02,1,1777225.0,472112,439,7400,1,,,
142,Norte,RO,,11,,,,2023-01-03,1,1777225.0,472459,347,7401,1,,,
143,Norte,RO,,11,,,,2023-01-04,1,1777225.0,473198,739,7404,3,,,
144,Norte,RO,,11,,,,2023-01-05,1,1777225.0,473724,526,7406,2,,,
145,Norte,RO,,11,,,,2023-01-06,1,1777225.0,474137,413,7406,0,,,
146,Norte,RO,,11,,,,2023-01-07,1,1777225.0,474455,318,7407,1,,,
147,Norte,RO,,11,,,,2023-01-08,2,1777225.0,474578,123,7409,2,,,
148,Norte,RO,,11,,,,2023-01-09,2,1777225.0,474912,334,7412,3,,,
149,Norte,RO,,11,,,,2023-01-10,2,1777225.0,475429,517,7412,0,,,
150,Norte,RO,,11,,,,2023-01-11,2,1777225.0,475973,544,7414,2,,,
151,Norte,RO,,11,,,,2023-01-12,2,1777225.0,476629,656,7414,0,,,
152,Norte,RO,,11,,,,2023-01-13,2,1777225.0,476983,354,7415,1,,,
153,Norte,RO,,11,,,,2023-01-14,2,1777225.0,477118,135,7415,0,,,
154,Norte,RO,,11,,,,2023-01-15,3,1777225.0,477135,17,7415,0,,,
155,Norte,RO,,11,,,,2023-01-16,3,1777225.0,477195,60,7417,2,,,
156,Norte,RO,,11,,,,2023-01-17,3,1777225.0,477626,431,7418,1,,,
157,Norte,RO,,11,,,,2023-01-18,3,1777225.0,478071,445,7418,0,,,
158,Norte,RO,,11,,,,2023-01-19,3,1777225.0,478263,192,7418,0,,,
159,Norte,RO,,11,,,,2023-01-20,3,1777225.0,478445,182,7418,0,,,
160,Norte,RO,,11,,,,2023-01-21,3,1777225.0,478562,117,7418,0,,,
161,Norte,RO,,11,,,,2023-01-22,4,1777225.0,478570,8,7418,0,,,
162,Norte,RO,,11,,,,2023-01-23,4,1777225.0,478714,144,7418,0,,,
163,Norte,RO,,11,,,,2023-01-24,4,1777225.0,478822,108,7418,0,,,
164,Norte,RO,,11,,,,2023-01-25,4,1777225.0,479385,563,7420,2,,,
165,Norte,RO,,11,,,,2023-01-26,4,1777225.0,479573,188,7425,5,,,
166,Norte,RO,,11,,,,2023-01-27,4,1777225.0,479770,197,7424,-1,,,
167,Norte,RO,,11,,,,2023-01-28,4,1777225.0,479887,117,7424,0,,,
168,Norte,RO,,11,,,,2023-01-29,5,1777225.0,479887,0,7424,0,,,
169,Norte,RO,,11,,,,2023-01-30,5,1777225.0,480883,996,7425,1,,,
170,Norte,RO,,11,,,,2023-01-31,5,1777225.0,481042,159,7425,0,,,
171,Norte,RO,,11,,,,2023-02-01,5,1777225.0,481211,169,7425,0,,,
172,Norte,RO,,11,,,,2023-02-02,5,1777225.0,481283,72,7426,1,,,
173,Norte,RO,,11,,,,2023-02-03,5,1777225.0,481336,53,7426,0,,,
174,Norte,RO,,11,,,,2023-02-04,5,1777225.0,481511,175,7426,0,,,
175,Norte,RO,,11,,,,2023-02-05,6,1777225.0,481516,5,7426,0,,,
176,Norte,RO,,11,,,,2023-02-06,6,1777225.0,481525,9,7426,0,,,
177,Norte,RO,,11,,,,2023-02-07,6,1777225.0,481594,69,7428,2,,,
178,Norte,RO,,11,,,,2023-02-08,6,1777225.0,481639,45,7427,-1,,,
179,Norte,RO,,11,,,,2023-02-09,6,1777225.0,481711,72,7427,0,,,
180,Norte,RO,,11,,,,2023-02-10,6,1777225.0,481815,104,7427,0,,,
181,Norte,RO,,11,,,,2023-02-11,6,1777225.0,481871,56,7427,0,,,
182,Norte,RO,,11,,,,2023-02-12,7,1777225.0,481871,0,7427,0,,,
183,Norte,RO,,11,,,,2023-02-13,7,1777225.0,482052,181,7426,-1,,,
184,Norte,RO,,11,,,,2023-02-14,7,1777225.0,482147,95,7426,0,,,
185,Norte,RO,,11,,,,2023-02-15,7,1777225.0,482172,25,7426,0,,,
186,Norte,RO,,11,,,,2023-02-16,7,1777225.0,482212,40,7428,2,,,
187,Norte,RO,,11,,,,2023-02-17,7,1777225.0,482309,97,7428,0,,,
188,Norte,RO,,11,,,,2023-02-18,7,1777225.0,482330,21,7428,0,,,
189,Norte,RO,,11,,,,2023-02-19,8,1777225.0,482337,7,7428,0,,,
190,Norte,RO,,11,,,,2023-02-20,8,1777225.0,482358,21,7428,0,,,
191,Norte,RO,,11,,,,2023-02-21,8,1777225.0,482368,10,7428,0,,,
192,Norte,RO,,11,,,,2023-02-22,8,1777225.0,482422,54,7428,0,,,
193,Norte,RO,,11,,,,2023-02-23,8,1777225.0,482444,22,7428,0,,,
194,Norte,RO,,11,,,,2023-02-24,8,1777225.0,482543,99,7429,1,,,
195,Norte,RO,,11,,,,2023-02-25,8,1777225.0,482599,56,7429,0,,,
196,Norte,RO,,11,,,,2023-02-26,9,1777225.0,482600,1,7429,0,,,
197,Norte,RO,,11,,,,2023-02-27,9,1777225.0,482654,54,7430,1,,,
198,Norte,RO,,11,,,,2023-02-28,9,1777225.0,482731,77,7430,0,,,
199,Norte,RO,,11,,,,2023-03-01,9,1777225.0,482763,32,7430,0,,,
200,Norte,RO,,11,,,,2023-03-02,9,1777225.0,482869,106,7431,1,,,
201,Norte,RO,,11,,,,2023-03-03,9,1777225.0,482910,41,7432,1,,,
202,Norte,RO,,11,,,,2023-03-04,9,1777225.0,482910,0,7432,0,,,
203,Norte,RO,,11,,,,2023-03-05,10,1777225.0,482910,0,7432,0,,,
204,Norte,RO,,11,,,,2023-03-06,10,1777225.0,482910,0,7432,0,,,
205,Norte,RO,,11,,,,2023-03-07,10,1777225.0,482910,0,7432,0,,,
206,Norte,RO,,11,,,,2023-03-08,10,1777225.0,482910,0,7432,0,,,
207,Norte,RO,,11,,,,2023-03-09,10,1777225.0,482910,0,7432,0,,,
208,Norte,RO,,11,,,,2023-03-10,10,1777225.0,482910,0,7432,0,,,
209,Norte,RO,,11,,,,2023-03-11,10,1777225.0,483211,301,7430,-2,,,
210,Norte,RO,,11,,,,2023-03-12,11,1777225.0,483211,0,7430,0,,,
211,Norte,RO,,11,,,,2023-03-13,11,1777225.0,483211,0,7430,0,,,
212,Norte,RO,,11,,,,2023-03-14,11,1777225.0,483211,0,7430,0,,,
213,Norte,RO,,11,,,,2023-03-15,11,1777225.0,483211,0,7430,0,,,
214,Norte,RO,,11,,,,2023-03-16,11,1777225.0,483211,0,7430,0,,,
215,Norte,RO,,11,,,,2023-03-17,11,1777225.0,483211,0,7430,0,,,
216,Norte,RO,,11,,,,2023-03-18,11,1777225.0,483456,245,7430,0,,,
217,Norte,RO,,11,,,,2023-03-19,12,1777225.0,483456,0,7430,0,,,
218,Norte,RO,,11,,,,2023-03-20,12,1777225.0,483456,0,7430,0,,,
219,Norte,RO,,11,,,,2023-03-21,12,1777225.0,483456,0,7430,0,,,
220,Norte,RO,,11,,,,2023-03-22,12,1777225.0,483456,0,7430,0,,,
221,Norte,RO,,11,,,,2023-03-23,12,1777225.0,483456,0,7430,0,,,
222,Norte,RO,,11,,,,2023-03-24,12,1777225.0,483456,0,7430,0,,,
223,Norte,RO,,11,,,,2023-03-25,12,1777225.0,483692,236,7433,3,,,
224,Norte,RO,,11,,,,2023-03-26,13,1777225.0,483692,0,7433,0,,,
225,Norte,RO,,11,,,,2023-03-27,13,1777225.0,483692,0,7433,0,,,
226,Norte,RO,,11,,,,2023-03-28,13,1777225.0,483692,0,7433,0,,,
227,Norte,RO,,11,,,,2023-03-29,13,1777225.0,483692,0,7433,0,,,
228,Norte,RO,,11,,,,2023-03-30,13,1777225.0,483692,0,7433,0,,,
229,Norte,RO,,11,,,,2023-03-31,13,1777225.0,483692,0,7433,0,,,
230,Norte,RO,,11,,,,2023-04-01,13,1777225.0,483782,90,7433,0,,,
231,Norte,RO,,11,,,,2023-04-02,14,1777225.0,483782,0,7433,0,,,
232,Norte,RO,,11,,,,2023-04-03,14,1777225.0,483782,0,7433,0,,,
233,Norte,RO,,11,,,,2023-04-04,14,1777225.0,483782,0,7433,0,,,
234,Norte,RO,,11,,,,2023-04-05,14,1777225.0,483782,0,7433,0,,,
235,Norte,RO,,11,,,,2023-04-06,14,1777225.0,483782,0,7433,0,,,
236,Norte,RO,,11,,,,2023-04-07,14,1777225.0,483782,0,7433,0,,,
237,Norte,RO,,11,,,,2023-04-08,14,1777225.0,483924,142,7433,0,,,
238,Norte,RO,,11,,,,2023-04-09,15,1777225.0,483924,0,7433,0,,,
239,Norte,RO,,11,,,,2023-04-10,15,1777225.0,483924,0,7433,0,,,
240,Norte,RO,,11,,,,2023-04-11,15,1777225.0,483924,0,7433,0,,,
241,Norte,RO,,11,,,,2023-04-12,15,1777225.0,483924,0,7433,0,,,
242,Norte,RO,,11,,,,2023-04-13,15,1777225.0,483924,0,7433,0,,,
243,Norte,RO,,11,,,,2023-04-14,15,1777225.0,483924,0,7433,0,,,
244,Norte,RO,,11,,,,2023-04-15,15,1777225.0,483924,0,7433,0,,,
245,Norte,RO,,11,,,,2023-04-16,16,1777225.0,483924,0,7433,0,,,
246,Norte,RO,,11,,,,2023-04-17,16,1777225.0,483924,0,7433,0,,,
247,Norte,RO,,11,,,,2023-04-18,16,1777225.0,483924,0,7433,0,,,
248,Norte,RO,,11,,,,2023-04-19,16,1777225.0,483924,0,7433,0,,,
249,Norte,RO,,11,,,,2023-04-20,16,1777225.0,483924,0,7433,0,,,
250,Norte,RO,,11,,,,2023-04-21,16,1777225.0,483924,0,7433,0,,,
251,Norte,RO,,11,,,,2023-04-22,16,1777225.0,484458,534,7435,2,,,
252,Norte,RO,,11,,,,2023-04-23,17,1777225.0,484458,0,7435,0,,,
253,Norte,RO,,11,,,,2023-04-24,17,1777225.0,484458,0,7435,0,,,
254,Norte,RO,,11,,,,2023-04-25,17,1777225.0,484458,0,7435,0,,,
255,Norte,RO,,11,,,,2023-04-26,17,1777225.0,484458,0,7435,0,,,
256,Norte,RO,,11,,,,2023-04-27,17,1777225.0,484458,0,7435,0,,,
257,Norte,RO,,11,,,,2023-04-28,17,1777225.0,484458,0,7435,0,,,
258,Norte,RO,,11,,,,2023-04-29,17,1777225.0,484626,168,7440,5,,,
259,Norte,RO,,11,,,,2023-04-30,18,1777225.0,484626,0,7440,0,,,
260,Norte,RO,,11,,,,2023-05-01,18,1777225.0,484626,0,7440,0,,,
261,Norte,RO,,11,,,,2023-05-02,18,1777225.0,484626,0,7440,0,,,
262,Norte,RO,,11,,,,2023-05-03,18,1777225.0,484626,0,7440,0,,,
263,Norte,RO,,11,,,,2023-05-04,18,1777225.0,484626,0,7440,0,,,
264,Norte,RO,,11,,,,2023-05-05,18,1777225.0,484626,0,7440,0,,,
265,Norte,RO,,11,,,,2023-05-06,18,1777225.0,484810,184,7443,3,,,
266,Norte,RO,,11,,,,2023-05-07,19,1777225.0,484810,0,7443,0,,,
267,Norte,RO,,11,,,,2023-05-08,19,1777225.0,484810,0,7443,0,,,
268,Norte,RO,,11,,,,2023-05-09,19,1777225.0,484810,0,7443,0,,,
269,Norte,RO,,11,,,,2023-05-10,19,1777225.0,484810,0,7443,0,,,
270,Norte,RO,,11,,,,2023-05-11,19,1777225.0,484810,0,7443,0,,,
271,Norte,RO,,11,,,,2023-05-12,19,1777225.0,484810,0,7443,0,,,
272,Norte,RO,,11,,,,2023-05-13,19,1777225.0,485043,233,7444,1,,,
273,Norte,RO,,11,,,,2023-05-14,20,1777225.0,485043,0,7444,0,,,
274,Norte,RO,,11,,,,2023-05-15,20,1777225.0,485043,0,7444,0,,,
275,Norte,RO,,11,,,,2023-05-16,20,1777225.0,485043,0,7444,0,,,
276,Norte,RO,,11,,,,2023-05-17,20,1777225.0,485043,0,7444,0,,,
277,Norte,RO,,11,,,,2023-05-18,20,1777225.0,485043,0,7444,0,,,
278,Norte,RO,,11,,,,2023-05-19,20,1777225.0,485043,0,7444,0,,,
279,Norte,RO,,11,,,,2023-05-20,20,1777225.0,485351,308,7447,3,,,
280,Norte,AC,,12,,,,2023-01-01,1,881935.0,158669,0,2040,0,,,
281,Norte,AC,,12,,,,2023-01-02,1,881935.0,158833,164,2040,0,,,
282,Norte,AC,,12,,,,2023-01-03,1,881935.0,158973,140,2040,0,,,
283,Norte,AC,,12,,,,2023-01-04,1,881935.0,159189,216,2040,0,,,
284,Norte,AC,,12,,,,2023-01-05,1,881935.0,159394,205,2040,0,,,
285,Norte,AC,,12,,,,2023-01-06,1,881935.0,159627,233,2040,0,,,
286,Norte,AC,,12,,,,2023-01-07,1,881935.0,159627,0,2041,1,,,
287,Norte,AC,,12,,,,2023-01-08,2,881935.0,159710,83,2041,0,,,
288,Norte,AC,,12,,,,2023-01-09,2,881935.0,159679,-31,2041,0,,,
289,Norte,AC,,12,,,,2023-01-10,2,881935.0,159752,73,2041,0,,,
290,Norte,AC,,12,,,,2023-01-11,2,881935.0,159815,63,2041,0,,,
291,Norte,AC,,12,,,,2023-01-12,2,881935.0,159878,63,2041,0,,,
292,Norte,AC,,12,,,,2023-01-13,2,881935.0,159878,0,2041,0,,,
293,Norte,AC,,12,,,,2023-01-14,2,881935.0,159880,2,2041,0,,,
294,Norte,AC,,12,,,,2023-01-15,3,881935.0,159880,0,2041,0,,,
295,Norte,AC,,12,,,,2023-01-16,3,881935.0,160015,135,2041,0,,,
296,Norte,AC,,12,,,,2023-01-17,3,881935.0,160039,24,2041,0,,,
297,Norte,AC,,12,,,,2023-01-18,3,881935.0,160069,30,2041,0,,,
298,Norte,AC,,12,,,,2023-01-19,3,881935.0,160088,19,2041,0,,,
299,Norte,AC,,12,,,,2023-01-20,3,881935.0,160106,18,2041,0,,,
300,Norte,AC,,12,,,,2023-01-21,3,881935.0,160111,5,2041,0,,,
301,Norte,AC,,12,,,,2023-01-22,4,881935.0,160113,2,2041,0,,,
302,Norte,AC,,12,,,,2023-01-23,4,881935.0,160116,3,2041,0,,,
303,Norte,AC,,12,,,,2023-01-24,4,881935.0,160116,0,2041,0,,,
304,Norte,AC,,12,,,,2023-01-25,4,881935.0,160127,11,2041,0,,,
305,Norte,AC,,12,,,,2023-01-26,4,881935.0,160142,15,2041,0,,,
306,Norte,AC,,12,,,,2023-01-27,4,881935.0,160159,17,2041,0,,,
307,Norte,AC,,12,,,,2023-01-28,4,881935.0,160163,4,2041,0,,,
308,Norte,AC,,12,,,,2023-01-29,5,881935.0,160166,3,2041,0,,,
309,Norte,AC,,12,,,,2023-01-30,5,881935.0,160167,1,2041,0,,,
310,Norte,AC,,12,,,,2023-01-31,5,881935.0,160177,10,2041,0,,,
311,Norte,AC,,12,,,,2023-02-01,5,881935.0,160188,11,2043,2,,,
312,Norte,AC,,12,,,,2023-02-02,5,881935.0,160191,3,2043,0,,,
313,Norte,AC,,12,,,,2023-02-03,5,881935.0,160191,0,2043,0,,,
314,Norte,AC,,12,,,,2023-02-04,5,881935.0,160193,2,2043,0,,,
315,Norte,AC,,12,,,,2023-02-05,6,881935.0,160203,10,2043,0,,,
316,Norte,AC,,12,,,,2023-02-06,6,881935.0,160204,1,2043,0,,,
317,Norte,AC,,12,,,,2023-02-07,6,881935.0,160223,19,2043,0,,,
318,Norte,AC,,12,,,,2023-02-08,6,881935.0,160223,0,2043,0,,,
319,Norte,AC,,12,,,,2023-02-09,6,881935.0,160256,33,2043,0,,,
320,Norte,AC,,12,,,,2023-02-10,6,881935.0,160261,5,2043,0,,,
321,Norte,AC,,12,,,,2023-02-11,6,881935.0,160261,0,2043,0,,,
322,Norte,AC,,12,,,,2023-02-12,7,881935.0,160271,10,2043,0,,,
323,Norte,AC,,12,,,,2023-02-13,7,881935.0,160276,5,2043,0,,,
324,Norte,AC,,12,,,,2023-02-14,7,881935.0,160276,0,2043,0,,,
325,Norte,AC,,12,,,,2023-02-15,7,881935.0,160276,0,2043,0,,,
326,Norte,AC,,12,,,,2023-02-16,7,881935.0,160308,32,2043,0,,,
327,Norte,AC,,12,,,,2023-02-17,7,881935.0,160328,20,2043,0,,,
328,Norte,AC,,12,,,,2023-02-18,7,881935.0,160328,0,2043,0,,,
329,Norte,AC,,12,,,,2023-02-19,8,881935.0,160349,21,2043,0,,,
330,Norte,AC,,12,,,,2023-02-20,8,881935.0,160349,0,2043,0,,,
331,Norte,AC,,12,,,,2023-02-21,8,881935.0,160349,0,2043,0,,,
332,Norte,AC,,12,,,,2023-02-22,8,881935.0,160349,0,2043,0,,,
333,Norte,AC,,12,,,,2023-02-23,8,881935.0,160366,17,2043,0,,,
334,Norte,AC,,12,,,,2023-02-24,8,881935.0,160377,11,2043,0,,,
335,Norte,AC,,12,,,,2023-02-25,8,881935.0,160382,5,2043,0,,,
336,Norte,AC,,12,,,,2023-02-26,9,881935.0,160382,0,2043,0,,,
337,Norte,AC,,12,,,,2023-02-27,9,881935.0,160386,4,2043,0,,,
338,Norte,AC,,12,,,,2023-02-28,9,881935.0,160386,0,2043,0,,,
339,Norte,AC,,12,,,,2023-03-01,9,881935.0,160387,1,2043,0,,,
340,Norte,AC,,12,,,,2023-03-02,9,881935.0,160423,36,2043,0,,,
341,Norte,AC,,12,,,,2023-03-03,9,881935.0,160433,10,2043,0,,,
342,Norte,AC,,12,,,,2023-03-04,9,881935.0,160452,19,2043,0,,,
343,Norte,AC,,12,,,,2023-03-05,10,881935.0,160452,0,2043,0,,,
344,Norte,AC,,12,,,,2023-03-06,10,881935.0,160452,0,2043,0,,,
345,Norte,AC,,12,,,,2023-03-07,10,881935.0,160452,0,2043,0,,,
346,Norte,AC,,12,,,,2023-03-08,10,881935.0,160452,0,2043,0,,,
347,Norte,AC,,12,,,,2023-03-09,10,881935.0,160452,0,2043,0,,,
348,Norte,AC,,12,,,,2023-03-10,10,881935.0,160452,0,2043,0,,,
349,Norte,AC,,12,,,,2023-03-11,10,881935.0,160530,78,2043,0,,,
350,Norte,AC,,12,,,,2023-03-12,11,881935.0,160530,0,2043,0,,,
351,Norte,AC,,12,,,,2023-03-13,11,881935.0,160530,0,2043,0,,,
352,Norte,AC,,12,,,,2023-03-14,11,881935.0,160530,0,2043,0,,,
353,Norte,AC,,12,,,,2023-03-15,11,881935.0,160530,0,2043,0,,,
354,Norte,AC,,12,,,,2023-03-16,11,881935.0,160530,0,2043,0,,,
355,Norte,AC,,12,,,,2023-03-17,11,881935.0,160530,0,2043,0,,,
356,Norte,AC,,12,,,,2023-03-18,11,881935.0,160678,148,2044,1,,,
357,Norte,AC,,12,,,,2023-03-19,12,881935.0,160678,0,2044,0,,,
358,Norte,AC,,12,,,,2023-03-20,12,881935.0,160678,0,2044,0,,,
359,Norte,AC,,12,,,,2023-03-21,12,881935.0,160678,0,2044,0,,,
360,Norte,AC,,12,,,,2023-03-22,12,881935.0,160678,0,2044,0,,,
361,Norte,AC,,12,,,,2023-03-23,12,881935.0,160678,0,2044,0,,,
362,Norte,AC,,12,,,,2023-03-24,12,881935.0,160678,0,2044,0,,,
363,Norte,AC,,12,,,,2023-03-25,12,881935.0,160995,317,2044,0,,,
364,Norte,AC,,12,,,,2023-03-26,13,881935.0,160995,0,2044,0,,,
365,Norte,AC,,12,,,,2023-03-27,13,881935.0,160995,0,2044,0,,,
366,Norte,AC,,12,,,,2023-03-28,13,881935.0,160995,0,2044,0,,,
367,Norte,AC,,12,,,,2023-03-29,13,881935.0,160995,0,2044,0,,,
368,Norte,AC,,12,,,,2023-03-30,13,881935.0,160995,0,2044,0,,,
369,Norte,AC,,12,,,,2023-03-31,13,881935.0,160995,0,2044,0,,,
370,Norte,AC,,12,,,,2023-04-01,13,881935.0,161317,322,2044,0,,,
371,Norte,AC,,12,,,,2023-04-02,14,881935.0,161317,0,2044,0,,,
372,Norte,AC,,12,,,,2023-04-03,14,881935.0,161317,0,2044,0,,,
373,Norte,AC,,12,,,,2023-04-04,14,881935.0,161317,0,2044,0,,,
374,Norte,AC,,12,,,,2023-04-05,14,881935.0,161317,0,2044,0,,,
375,Norte,AC,,12,,,,2023-04-06,14,881935.0,161317,0,2044,0,,,
376,Norte,AC,,12,,,,2023-04-07,14,881935.0,161317,0,2044,0,,,
377,Norte,AC,,12,,,,2023-04-08,14,881935.0,161332,15,2045,1,,,
378,Norte,AC,,12,,,,2023-04-09,15,881935.0,161332,0,2045,0,,,
379,Norte,AC,,12,,,,2023-04-10,15,881935.0,161332,0,2045,0,,,
380,Norte,AC,,12,,,,2023-04-11,15,881935.0,161332,0,2045,0,,,
381,Norte,AC,,12,,,,2023-04-12,15,881935.0,161332,0,2045,0,,,
382,Norte,AC,,12,,,,2023-04-13,15,881935.0,161332,0,2045,0,,,
383,Norte,AC,,12,,,,2023-04-14,15,881935.0,161332,0,2045,0,,,
384,Norte,AC,,12,,,,2023-04-15,15,881935.0,162078,746,2045,0,,,
385,Norte,AC,,12,,,,2023-04-16,16,881935.0,162078,0,2045,0,,,
386,Norte,AC,,12,,,,2023-04-17,16,881935.0,162078,0,2045,0,,,
387,Norte,AC,,12,,,,2023-04-18,16,881935.0,162078,0,2045,0,,,
388,Norte,AC,,12,,,,2023-04-19,16,881935.0,162078,0,2045,0,,,
389,Norte,AC,,12,,,,2023-04-20,16,881935.0,162078,0,2045,0,,,
390,Norte,AC,,12,,,,2023-04-21,16,881935.0,162078,0,2045,0,,,
391,Norte,AC,,12,,,,2023-04-22,16,881935.0,162454,376,2047,2,,,
392,Norte,AC,,12,,,,2023-04-23,17,881935.0,162454,0,2047,0,,,
393,Norte,AC,,12,,,,2023-04-24,17,881935.0,162454,0,2047,0,,,
394,Norte,AC,,12,,,,2023-04-25,17,881935.0,162454,0,2047,0,,,
395,Norte,AC,,12,,,,2023-04-26,17,881935.0,162454,0,2047,0,,,
396,Norte,AC,,12,,,,2023-04-27,17,881935.0,162454,0,2047,0,,,
397,Norte,AC,,12,,,,2023-04-28,17,881935.0,162454,0,2047,0,,,
398,Norte,AC,,12,,,,2023-04-29,17,881935.0,162787,333,2051,4,,,
399,Norte,AC,,12,,,,2023-04-30,18,881935.0,162787,0,2051,0,,,
400,Norte,AC,,12,,,,2023-05-01,18,881935.0,162787,0,2051,0,,,
401,Norte,AC,,12,,,,2023-05-02,18,881935.0,162787,0,2051,0,,,
402,Norte,AC,,12,,,,2023-05-03,18,881935.0,162787,0,2051,0,,,
403,Norte,AC,,12,,,,2023-05-04,18,881935.0,162787,0,2051,0,,,
404,Norte,AC,,12,,,,2023-05-05,18,881935.0,162787,0,2051,0,,,
405,Norte,AC,,12,,,,2023-05-06,18,881935.0,163100,313,2054,3,,,
406,Norte,AC,,12,,,,2023-05-07,19,881935.0,163100,0,2054,0,,,
407,Norte,AC,,12,,,,2023-05-08,19,881935.0,163100,0,2054,0,,,
408,Norte,AC,,12,,,,2023-05-09,19,881935.0,163100,0,2054,0,,,
409,Norte,AC,,12,,,,2023-05-10,19,881935.0,163100,0,2054,0,,,
410,Norte,AC,,12,,,,2023-05-11,19,881935.0,163100,0,2054,0,,,
411,Norte,AC,,12,,,,2023-05-12,19,881935.0,163100,0,2054,0,,,
412,Norte,AC,,12,,,,2023-05-13,19,881935.0,163336,236,2054,0,,,
413,Norte,AC,,12,,,,2023-05-14,20,881935.0,163336,0,2054,0,,,
414,Norte,AC,,12,,,,2023-05-15,20,881935.0,163336,0,2054,0,,,
415,Norte,AC,,12,,,,2023-05-16,20,881935.0,163336,0,2054,0,,,
416,Norte,AC,,12,,,,2023-05-17,20,881935.0,163336,0,2054,0,,,
417,Norte,AC,,12,,,,2023-05-18,20,881935.0,163336,0,2054,0,,,
418,Norte,AC,,12,,,,2023-05-19,20,881935.0,163336,0,2054,0,,,
419,Norte,AC,,12,,,,2023-05-20,20,881935.0,163467,131,2056,2,,,
420,Norte,AM,,13,,,,2023-01-01,1,4144597.0,624864,0,14418,0,,,
421,Norte,AM,,13,,,,2023-01-02,1,4144597.0,624902,38,14419,1,,,
422,Norte,AM,,13,,,,2023-01-03,1,4144597.0,624918,16,14420,1,,,
423,Norte,AM,,13,,,,2023-01-04,1,4144597.0,624951,33,14420,0,,,
424,Norte,AM,,13,,,,2023-01-05,1,4144597.0,624978,27,14420,0,,,
425,Norte,AM,,13,,,,2023-01-06,1,4144597.0,624994,16,14420,0,,,
426,Norte,AM,,13,,,,2023-01-07,1,4144597.0,625007,13,14420,0,,,
427,Norte,AM,,13,,,,2023-01-08,2,4144597.0,625012,5,14420,0,,,
428,Norte,AM,,13,,,,2023-01-09,2,4144597.0,625017,5,14420,0,,,
429,Norte,AM,,13,,,,2023-01-10,2,4144597.0,625029,12,14421,1,,,
430,Norte,AM,,13,,,,2023-01-11,2,4144597.0,625059,30,14421,0,,,
431,Norte,AM,,13,,,,2023-01-12,2,4144597.0,625082,23,14421,0,,,
432,Norte,AM,,13,,,,2023-01-13,2,4144597.0,625110,28,14421,0,,,
433,Norte,AM,,13,,,,2023-01-14,2,4144597.0,625124,14,14421,0,,,
434,Norte,AM,,13,,,,2023-01-15,3,4144597.0,625126,2,14421,0,,,
435,Norte,AM,,13,,,,2023-01-16,3,4144597.0,625147,21,14421,0,,,
436,Norte,AM,,13,,,,2023-01-17,3,4144597.0,625169,22,14421,0,,,
437,Norte,AM,,13,,,,2023-01-18,3,4144597.0,625202,33,14421,0,,,
438,Norte,AM,,13,,,,2023-01-19,3,4144597.0,625229,27,14421,0,,,
439,Norte,AM,,13,,,,2023-01-20,3,4144597.0,625260,31,14421,0,,,
440,Norte,AM,,13,,,,2023-01-21,3,4144597.0,625271,11,14421,0,,,
441,Norte,AM,,13,,,,2023-01-22,4,4144597.0,625274,3,14421,0,,,
442,Norte,AM,,13,,,,2023-01-23,4,4144597.0,625293,19,14421,0,,,
443,Norte,AM,,13,,,,2023-01-24,4,4144597.0,625318,25,14421,0,,,
444,Norte,AM,,13,,,,2023-01-25,4,4144597.0,625321,3,14421,0,,,
445,Norte,AM,,13,,,,2023-01-26,4,4144597.0,625351,30,14421,0,,,
446,Norte,AM,,13,,,,2023-01-27,4,4144597.0,625363,12,14421,0,,,
447,Norte,AM,,13,,,,2023-01-28,4,4144597.0,625367,4,14422,1,,,
448,Norte,AM,,13,,,,2023-01-29,5,4144597.0,625381,14,14422,0,,,
449,Norte,AM,,13,,,,2023-01-30,5,4144597.0,625388,7,14422,0,,,
450,Norte,AM,,13,,,,2023-01-31,5,4144597.0,625402,14,14422,0,,,
451,Norte,AM,,13,,,,2023-02-01,5,4144597.0,625418,16,14422,0,,,
452,Norte,AM,,13,,,,2023-02-02,5,4144597.0,625448,30,14422,0,,,
453,Norte,AM,,13,,,,2023-02-03,5,4144597.0,625468,20,14422,0,,,
454,Norte,AM,,13,,,,2023-02-04,5,4144597.0,625495,27,14422,0,,,
455,Norte,AM,,13,,,,2023-02-05,6,4144597.0,625511,16,14422,0,,,
456,Norte,AM,,13,,,,2023-02-06,6,4144597.0,625533,22,14422,0,,,
457,Norte,AM,,13,,,,2023-02-07,6,4144597.0,625595,62,14422,0,,,
458,Norte,AM,,13,,,,2023-02-08,6,4144597.0,625663,68,14422,0,,,
459,Norte,AM,,13,,,,2023-02-09,6,4144597.0,625767,104,14423,1,,,
460,Norte,AM,,13,,,,2023-02-10,6,4144597.0,625900,133,14423,0,,,
461,Norte,AM,,13,,,,2023-02-11,6,4144597.0,626094,194,14423,0,,,
462,Norte,AM,,13,,,,2023-02-12,7,4144597.0,626181,87,14423,0,,,
463,Norte,AM,,13,,,,2023-02-13,7,4144597.0,626259,78,14423,0,,,
464,Norte,AM,,13,,,,2023-02-14,7,4144597.0,626551,292,14423,0,,,
